Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
CCTU4,"37,28","7,65","0,92","0,307","0,00%","0,405","2,29","14,56","-28,32","21,77","21,77","2,10%","4,00%","1,48","2,96%","12,07%","0,00","82.550.000,00","0,48","12,54%"
FIQE3,"3,33","7,71","1,06","1,300","8,51%","0,611","7,78","5,45","-3,67","5,36","2,64","23,85%","16,86%","1,44","13,72%","13,77%","1.001.600,00","1.134.990.000,00","0,26","33,28%"
LJQQ3,"3,82","7,77","1,20","0,307","4,24%","0,228","0,89","13,20","-1,31","16,24","5,03","2,33%","3,96%","1,67","2,17%","15,46%","18.216.500,00","620.719.000,00","0,85","11,40%"
NTCO3,"15,11","7,79","0,95","0,821","4,90%","0,503","4,29","10,92","-4,79","11,09","6,55","7,52%","10,55%","1,47","6,30%","12,19%","110.491.000,00","22.070.700.000,00","0,28","-12,69%"
EKTR3,"38,69","7,80","2,32","0,861","22,55%","0,646","11,04","3,63","-1,60","5,90","5,01","23,73%","11,03%","1,23","21,22%","29,71%","266,72","3.235.000.000,00","1,79","7,24%"
EKTR4,"39,00","7,86","2,34","0,867","24,61%","0,652","11,13","3,66","-1,61","5,93","5,03","23,73%","11,03%","1,23","21,22%","29,71%","35.881,00","3.235.000.000,00","1,79","7,24%"
BBDC3,"11,14","7,88","0,74","0,000","12,31%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,37%","85.562.000,00","160.563.000.000,00","0,00","-14,68%"
CMIN3,"5,19","7,88","2,36","1,593","9,92%","0,958","3,42","4,82","-6,11","4,47","3,78","33,02%","20,20%","2,79","32,77%","29,88%","52.348.700,00","12.084.400.000,00","0,69","-1,72%"
LEVE4,"44,49","7,91","5,44","1,390","0,00%","1,932","7,56","7,44","-141,46","8,05","7,15","18,67%","17,57%","1,68","35,32%","68,84%","0,00","1.107.580.000,00","0,82","17,50%"
VULC3,"14,46","7,94","1,98","1,397","19,85%","1,366","2,80","7,42","3,29","7,14","6,02","18,82%","17,58%","3,04","24,19%","24,97%","9.582.290,00","2.002.700.000,00","0,21","25,98%"
TTEN3,"10,05","7,97","1,46","0,507","1,17%","0,673","2,97","10,36","5,92","11,04","9,67","4,89%","6,35%","1,53","11,97%","18,29%","10.944.000,00","3.435.220.000,00","0,41","29,99%"
ITUB3,"28,10","8,00","1,55","0,000","8,35%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","19,41%","10.843.400,00","177.342.000.000,00","0,00","39,30%"
CEBR6,"19,44","8,02","1,33","3,947","10,74%","0,945","1,97","11,34","2,16","5,72","5,38","34,81%","63,31%","8,05","16,00%","16,60%","115.501,00","1.051.840.000,00","0,00","-41,30%"
POMO4,"6,26","8,03","1,99","1,064","7,85%","0,887","2,89","7,90","21,69","9,19","7,86","13,47%","13,33%","2,08","15,39%","24,84%","46.664.500,00","3.566.490.000,00","0,74","15,28%"
CAML3,"8,27","8,03","0,94","0,257","3,53%","0,273","0,85","4,87","-2,45","9,85","6,83","5,28%","3,20%","2,16","8,64%","11,67%","6.979.770,00","3.087.100.000,00","1,86","19,51%"
WSON33,"67,00","8,07","0,98","1,067","0,00%","0,400","13,41","2,42","-0,89","5,08","5,08","44,14%","13,58%","1,26","18,36%","12,17%","0,00","2.148.530.000,00","1,21","5,23%"
BBSE3,"32,90","8,09","5,47","0,000","8,72%","3,686","0,00","7,21","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","67,70%","150.391.000,00","12.020.300.000,00","0,00","0,00%"
CMET4,"3,91","8,10","5,38","3,068","0,00%","3,136","9,47","5,72","27,20","5,34","5,34","53,63%","43,03%","2,64","81,40%","66,40%","0,00","2.847.970.000,00","0,18","30,18%"
RDTR3,"6,30","8,11","1,37","0,000","0,00%","1,320","0,00","-1.919,75","0,00","-1.897,05","-219,41","0,00%","0,00%","0,00","0,00%","16,95%","0,00","497.092.000,00","0,00","0,00%"
CSUD3,"17,99","8,13","1,68","1,401","6,02%","1,118","18,99","6,33","-22,58","6,38","4,18","22,15%","17,23%","1,26","21,92%","20,67%","948.387,00","447.312.000,00","0,22","5,40%"
SHUL4,"5,98","8,14","1,62","1,130","5,02%","0,884","2,10","9,51","4,25","8,74","6,76","11,89%","13,88%","2,74","15,18%","19,89%","2.844.420,00","1.319.420.000,00","0,47","19,16%"
PFRM3,"5,10","8,19","0,50","0,071","7,56%","0,120","0,60","2,87","5,81","5,64","3,33","2,47%","0,96%","1,38","7,55%","6,15%","1.280.830,00","1.254.510.000,00","0,72","15,96%"
BEES4,"9,59","8,22","1,33","0,000","6,92%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","16,21%","30.144,40","2.271.980.000,00","0,00","12,49%"
TRPL3,"34,44","8,30","1,26","3,426","6,40%","0,598","4,96","6,63","-1,79","8,86","8,79","51,66%","42,17%","3,08","9,79%","15,18%","56.592,10","18.016.200.000,00","0,58","18,52%"
CPRE3,"18,23","8,30","2,17","3,015","0,00%","0,964","-3,82","5,06","-2,29","5,22","4,20","59,56%","36,91%","0,33","20,54%","26,15%","0,00","4.985.740.000,00","0,20","17,21%"
RAPT3,"8,63","8,32","0,99","0,264","6,74%","0,210","0,75","2,20","-1,95","4,54","3,69","12,00%","5,91%","1,89","13,64%","11,87%","426.299,00","2.875.310.000,00","2,09","23,40%"
CEBR3,"20,47","8,45","1,40","4,156","9,27%","0,995","2,07","11,94","2,27","6,32","5,95","34,81%","63,31%","8,05","16,00%","16,60%","265.061,00","1.051.840.000,00","0,00","-41,30%"
BMKS3,"329,00","8,46","0,72","10,197","11,93%","0,618","0,85","-34,67","0,98","4,10","4,21","-29,41%","120,58%","19,87","-6,33%","8,46%","17.368,10","209.194.000,00","0,03","-2,83%"
AGIN3,"5,29","8,46","1,23","1,816","0,00%","0,565","1,29","10,92","3,55","14,68","14,68","16,63%","21,83%","2,72","5,59%","14,56%","0,00","1.028.210.000,00","0,55","44,17%"
AELP3,"1,93","8,49","-200,57","-0,062","0,00%","5,216","0,00","-12,58","0,00","-11,94","-11,98","0,49%","-0,73%","0,00","0,00%","-2.363,83%","0,00","-904.000,00","0,00","1,18%"
BRBI11,"13,87","8,50","1,76","5,220","9,52%","0,130","1,96","59,82","1,96","10,17","7,94","8,73%","61,44%","1,07","20,39%","20,74%","3.470.260,00","826.376.000,00","11,92","-34,76%"
BGIP4,"23,46","8,50","0,64","0,000","9,79%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,57%","11.402,30","676.771.000,00","0,00","1,22%"
EGIE3,"44,12","8,51","3,34","3,447","5,30%","0,792","12,39","6,80","-1,44","9,82","8,33","50,67%","40,52%","1,51","13,51%","39,26%","76.277.300,00","10.778.800.000,00","1,97","-0,19%"
TGMA3,"23,88","8,56","1,81","0,963","7,66%","1,290","3,51","7,32","5,67","6,73","6,04","13,15%","11,29%","3,55","24,56%","21,11%","6.264.200,00","872.453.000,00","0,20","8,66%"
CPSL3,"38,02","8,56","3,49","0,787","0,00%","2,043","7,39","5,79","11,84","5,48","5,48","13,59%","9,20%","1,89","57,15%","40,82%","0,00","1.634.730.000,00","0,17","16,21%"
ENGI11,"44,99","8,60","1,35","0,687","3,37%","0,290","4,99","2,93","-0,63","6,22","5,04","23,48%","10,71%","1,28","11,84%","15,72%","140.213.000,00","15.247.500.000,00","2,12","11,07%"
RECV3,"18,25","8,64","1,15","1,886","10,98%","0,778","97,41","7,89","-5,23","8,16","4,18","23,90%","21,81%","1,05","11,35%","13,32%","52.914.900,00","4.651.430.000,00","0,19","37,67%"
BPAC5,"7,96","8,67","1,76","0,000","3,27%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","20,33%","111.715,00","51.962.100.000,00","0,00","51,65%"
TMGC12,"550,00","8,71","1,12","0,800","0,00%","0,770","4,66","12,27","8,22","10,94","10,94","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
ACES4,"94,73","8,74","2,27","1,683","0,00%","1,430","6,37","7,16","20,65","6,50","6,50","23,52%","19,27%","2,05","26,90%","25,95%","0,00","3.105.800.000,00","0,09","13,34%"
BBDC4,"12,40","8,77","0,82","0,000","12,17%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,37%","505.541.000,00","160.563.000.000,00","0,00","-14,68%"
ACES3,"95,27","8,79","2,28","1,693","0,00%","1,438","6,40","7,20","20,77","6,54","6,54","23,52%","19,27%","2,05","26,90%","25,95%","0,00","3.105.800.000,00","0,09","13,34%"
CZRS4,"2,49","8,89","0,30","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,34%","0,00","1.145.670.000,00","0,00","14,44%"
EQPA7,"9,00","8,91","3,92","1,905","8,44%","1,360","13,81","6,08","-3,79","7,19","6,34","31,34%","21,37%","1,50","26,38%","43,96%","209,30","5.075.140.000,00","0,96","17,69%"
EQPA5,"9,00","8,91","3,92","1,905","8,44%","1,360","13,81","6,08","-3,79","7,19","6,34","31,34%","21,37%","1,50","26,38%","43,96%","41,86","5.075.140.000,00","0,96","17,69%"
BGIP3,"24,60","8,92","0,67","0,000","8,49%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,57%","4.893,37","676.771.000,00","0,00","1,22%"
AFLU5,"5,03","8,93","2,14","2,911","0,00%","1,875","9,63","8,32","11,92","7,38","7,05","34,98%","32,59%","3,27","31,18%","23,93%","0,00","44.270.000,00","0,00","8,61%"
HAGA3,"2,81","8,95","-0,63","1,209","0,00%","0,530","1,10","-18,96","-0,55","-5,38","-16,09","-6,38%","13,51%","2,24","-10,28%","-7,09%","14.601,60","-52.754.200,00","-0,39","1,40%"
VIVO3,"65,79","8,99","2,69","1,366","0,00%","1,175","-29,21","6,21","-4,74","6,65","6,65","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
DXCO3,"6,60","8,99","0,85","0,712","4,34%","0,296","2,19","6,77","-0,94","12,66","5,04","10,51%","8,17%","1,70","5,56%","9,45%","20.486.800,00","6.372.670.000,00","1,18","10,71%"
CNFB4,"5,99","9,01","1,57","1,511","0,00%","0,872","3,47","8,27","53,95","10,05","7,85","18,27%","16,77%","2,20","12,01%","17,39%","0,00","1.552.470.000,00","0,47","-10,61%"
ITUB4,"31,88","9,08","1,76","0,000","6,57%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","19,41%","778.762.000,00","177.342.000.000,00","0,00","39,30%"
GRND3,"5,92","9,14","1,46","2,177","5,44%","1,255","2,31","13,48","2,32","10,69","8,77","16,15%","23,82%","5,09","13,56%","15,92%","6.808.460,00","3.669.650.000,00","0,05","6,12%"
AFLU3,"5,15","9,15","2,19","2,981","0,00%","1,919","9,86","8,52","12,21","7,57","7,24","34,98%","32,59%","3,27","31,18%","23,93%","0,00","44.270.000,00","0,00","8,61%"
MILS3,"10,48","9,17","1,69","1,820","2,92%","0,836","3,49","5,20","-7,55","6,13","4,21","35,01%","19,88%","2,55","22,82%","18,47%","16.268.000,00","1.511.550.000,00","0,78","33,42%"
UGPA3,"21,59","9,23","1,74","0,191","3,01%","0,658","3,60","4,50","-4,25","6,44","5,30","4,25%","2,14%","1,68","18,99%","18,87%","107.007.000,00","13.828.200.000,00","1,04","12,80%"
ENMT4,"64,90","9,30","3,73","1,805","5,12%","1,061","23,71","5,90","-2,38","7,71","6,89","30,58%","19,41%","1,20","20,48%","40,09%","49.451,20","3.811.240.000,00","1,42","12,66%"
UNIP6,"48,30","9,33","2,18","1,228","5,72%","0,777","2,46","7,59","-5,50","8,10","5,96","16,17%","13,22%","2,73","16,08%","23,37%","9.688.290,00","2.532.350.000,00","1,04","12,95%"
BMIN4,"15,30","9,37","0,54","0,000","9,15%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,77%","3.135,19","136.460.000,00","0,00","26,60%"
WLMM4,"30,29","9,39","1,51","0,402","4,68%","1,249","2,67","7,18","3,15","6,98","6,76","5,60%","4,28%","5,56","19,07%","16,12%","25.495,70","728.425.000,00","0,03","26,88%"
UNIP3,"48,94","9,45","2,21","1,244","5,14%","0,787","2,49","7,69","-5,58","8,20","6,03","16,17%","13,22%","2,73","16,08%","23,37%","477.827,00","2.532.350.000,00","1,04","12,95%"
FESA4,"7,82","9,45","0,85","1,240","6,62%","0,675","2,47","10,70","4,20","9,01","4,93","11,59%","13,13%","3,82","7,88%","9,05%","6.557.080,00","3.231.320.000,00","0,08","18,14%"
MRSL4,"3,05","9,48","0,91","0,816","0,00%","0,609","2,19","15,08","5,80","16,51","8,83","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
BALM3,"9,90","9,48","0,65","0,579","7,84%","0,380","0,82","4,32","1,27","2,48","2,03","13,40%","4,50%","2,86","12,19%","6,82%","196,26","149.905.000,00","0,13","2,84%"
BALM4,"10,00","9,58","0,65","0,585","7,76%","0,383","0,83","4,37","1,29","2,53","2,07","13,40%","4,50%","2,86","12,19%","6,82%","2.678,49","149.905.000,00","0,13","2,84%"
ELPL3,"49,32","9,65","3,15","0,507","0,00%","0,341","-4,64","2,96","-0,52","5,18","4,01","17,11%","5,26%","0,76","12,72%","32,66%","0,00","3.091.000.000,00","2,43","6,98%"
USIM3,"7,17","9,65","0,38","0,338","3,59%","0,228","0,73","64,65","2,12","66,84","7,40","0,52%","4,25%","3,55","0,45%","3,91%","5.513.090,00","23.843.300.000,00","0,25","17,54%"
UCAS3,"2,13","9,74","0,73","0,652","9,43%","0,389","3,75","34,57","-3,82","36,79","10,78","1,89%","6,69%","1,40","1,43%","7,48%","87.477,50","193.055.000,00","0,39","12,06%"
CTWR3,"100,00","9,76","56,77","0,317","0,00%","1,141","3,79","-10,64","-142,17","-8,91","-8,91","-2,98%","3,25%","1,45","-21,86%","581,91%","0,00","879.000,00","5,52","4,94%"
RAPT4,"10,15","9,79","1,16","0,310","5,73%","0,247","0,89","2,59","-2,29","4,93","4,00","12,00%","5,91%","1,89","13,64%","11,87%","25.162.500,00","2.875.310.000,00","2,09","23,40%"
VIVO4,"71,80","9,81","2,93","1,491","0,00%","1,282","-31,87","6,78","-5,17","7,22","7,22","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
VULC4,"18,00","9,89","2,47","1,738","0,00%","1,701","3,49","9,24","4,09","8,96","7,55","18,82%","17,58%","3,04","24,19%","24,97%","0,00","2.002.700.000,00","0,21","25,98%"
TCSL4,"7,82","9,95","0,83","1,105","0,00%","0,475","8,93","5,69","-2,20","5,61","2,18","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
IRBR3,"31,63","9,95","0,58","0,465","0,00%","0,174","0,00","-49,93","0,00","0,00","0,00","-0,93%","4,67%","0,00","0,00%","5,86%","56.406.800,00","4.456.840.000,00","0,00","0,00%"
SANB3,"13,06","9,99","1,13","0,000","5,88%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,30%","1.531.930,00","86.735.700.000,00","0,00","-1,99%"
ENBR3,"24,08","10,09","1,26","0,803","0,00%","0,410","9,32","3,26","-1,05","5,53","4,22","24,63%","9,20%","1,21","14,29%","12,46%","0,00","11.128.500.000,00","1,12","3,64%"
USIM5,"7,54","10,15","0,40","0,355","3,75%","0,240","0,77","67,98","2,23","70,18","7,77","0,52%","4,25%","3,55","0,45%","3,91%","100.204.000,00","23.843.300.000,00","0,25","17,54%"
TASA4,"10,93","10,15","1,23","0,779","3,69%","0,636","3,73","7,77","8,89","9,34","7,76","10,02%","7,67%","1,45","9,80%","12,09%","4.626.650,00","1.128.000.000,00","0,47","12,69%"
GEPA4,"24,76","10,22","0,00","2,319","16,94%","0,000","0,00","7,88","0,00","7,88","5,37","29,42%","22,69%","0,00","0,00%","0,00%","26.669,00","0,00","0,00","-6,31%"
MRSL3,"3,30","10,25","0,99","0,883","0,00%","0,658","2,37","16,32","6,28","17,74","9,50","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
TRFO3,"4,53","10,32","2,58","0,804","0,00%","1,039","4,65","5,52","7,37","5,12","5,12","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
TAEE3,"11,19","10,33","1,64","3,401","11,08%","0,589","16,79","6,03","-1,26","10,57","10,47","56,36%","32,93%","1,26","10,40%","15,87%","1.447.190,00","7.056.880.000,00","1,38","5,29%"
TAEE11,"33,60","10,34","1,64","3,404","11,07%","0,590","16,81","6,04","-1,26","10,57","10,48","56,36%","32,93%","1,26","10,40%","15,87%","88.541.700,00","7.056.880.000,00","1,38","5,29%"
DIRR3,"25,26","10,36","2,08","1,776","1,86%","0,556","1,85","9,70","-1,95","10,20","8,95","18,32%","19,60%","3,39","6,88%","20,10%","47.213.500,00","2.105.010.000,00","0,67","15,71%"
BESP3,"330,00","10,38","2,47","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
CURY3,"18,95","10,41","5,50","1,768","11,53%","1,621","4,34","7,73","28,72","7,16","6,90","22,86%","17,76%","2,09","32,10%","52,79%","33.076.000,00","1.006.210.000,00","0,60","35,00%"
TCOC4,"27,20","10,43","1,26","1,558","0,00%","0,915","2,65","10,14","3,07","7,89","7,89","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
TAEE4,"11,33","10,46","1,66","3,443","10,94%","0,597","17,00","6,11","-1,27","10,64","10,55","56,36%","32,93%","1,26","10,40%","15,87%","2.789.100,00","7.056.880.000,00","1,38","5,29%"
VITT3,"5,82","10,52","1,49","1,235","4,74%","0,981","3,24","11,18","3,59","13,72","10,95","11,04%","11,73%","1,97","9,30%","14,15%","3.126.370,00","605.093.000,00","0,37","7,48%"
SANB11,"27,54","10,53","1,19","0,000","5,85%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,30%","142.428.000,00","86.735.700.000,00","0,00","-1,99%"
LOGG3,"22,89","10,64","0,62","11,298","3,05%","0,369","7,67","16,00","-1,29","28,11","27,32","70,59%","106,85%","1,67","2,40%","5,86%","5.410.670,00","3.754.330.000,00","0,52","15,28%"
UNIP5,"55,19","10,66","2,49","1,403","5,01%","0,888","2,81","8,67","-6,29","9,18","6,76","16,17%","13,22%","2,73","16,08%","23,37%","9.158,23","2.532.350.000,00","1,04","12,95%"
TASA3,"11,50","10,68","1,29","0,819","3,51%","0,669","3,92","8,17","9,35","9,74","8,10","10,02%","7,67%","1,45","9,80%","12,09%","172.932,00","1.128.000.000,00","0,47","12,69%"
TRFO4,"4,70","10,70","2,68","0,835","0,00%","1,078","4,82","5,73","7,65","5,33","5,33","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
GEPA3,"26,00","10,73","0,00","2,435","16,13%","0,000","0,00","8,28","0,00","8,28","5,64","29,42%","22,69%","0,00","0,00%","0,00%","2.812,70","0,00","0,00","-6,31%"
CSED3,"3,75","10,76","0,96","0,575","4,39%","0,305","-7,96","3,33","-0,64","4,06","2,47","17,25%","5,34%","0,84","10,54%","8,91%","3.311.030,00","1.425.110.000,00","0,55","9,79%"
MDIA3,"30,96","10,78","1,35","1,000","2,10%","0,846","3,00","8,05","9,32","7,95","6,22","12,43%","9,28%","2,54","14,47%","12,56%","26.212.500,00","7.752.090.000,00","0,27","14,95%"
SMLS3,"22,40","10,78","4,09","4,212","0,00%","1,017","18,78","10,37","-6,72","10,13","9,06","40,62%","39,07%","1,10","10,69%","37,96%","0,00","679.678.000,00","0,00","-22,20%"
HYPE3,"29,05","10,81","1,57","2,288","4,85%","0,728","4,76","7,32","-3,77","10,27","9,32","31,26%","21,14%","1,81","11,57%","14,53%","110.833.000,00","11.711.400.000,00","0,90","23,31%"
BESP4,"344,00","10,82","2,57","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
SANB4,"14,40","11,01","1,24","0,000","5,86%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,30%","1.849.630,00","86.735.700.000,00","0,00","-1,99%"
AGRO3,"25,43","11,03","1,33","2,380","12,63%","0,782","4,20","13,92","-15,91","18,39","12,50","17,10%","21,58%","2,04","6,48%","12,09%","5.959.570,00","1.957.410.000,00","0,54","11,74%"
LUXM3,"10,00","11,04","1,66","1,493","0,00%","1,212","-81,67","8,34","-8,06","8,12","5,25","17,90%","13,52%","0,89","15,72%","15,05%","0,00","125.057.000,00","0,02","6,04%"
GRNL4,"470,00","11,09","1,07","7,231","0,00%","0,975","8,04","-64,72","15,01","-63,22","-63,22","-11,17%","65,19%","4,35","-1,65%","9,69%","0,00","93.104.000,00","0,05","21,48%"
ELUM3,"36,00","11,12","1,50","0,940","0,00%","0,886","2,31","14,76","2,51","10,02","10,02","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
EZTC3,"12,90","11,23","0,61","2,660","2,14%","0,485","1,29","27,90","2,09","28,73","22,92","9,53%","23,92%","9,13","2,02%","5,40%","24.818.200,00","4.702.530.000,00","0,18","5,54%"
RIPI3,"48,01","11,23","-28,94","-7,449","0,00%","7,092","-59,55","-8,79","-16,76","-9,31","-9,31","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CZLT33,"29,23","11,24","1,39","0,526","0,00%","0,145","1,87","3,10","-0,29","10,26","4,03","16,97%","9,14%","1,58","5,31%","12,36%","0,00","5.691.680.000,00","3,93","7,88%"
LREN3,"12,53","11,29","1,19","0,876","5,44%","0,634","2,83","4,25","6,43","3,89","2,78","20,61%","7,76%","1,65","18,65%","10,58%","247.942.000,00","10.099.800.000,00","0,14","14,43%"
CPLE3,"8,20","11,30","1,00","1,145","4,21%","0,441","6,37","6,96","-1,43","9,59","6,87","16,45%","10,41%","1,39","7,40%","8,86%","61.956.600,00","24.417.600.000,00","0,62","6,54%"
RIPI4,"48,50","11,35","-29,24","-7,525","0,00%","7,164","-60,16","-8,88","-16,93","-9,40","-9,40","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
EMAE4,"47,39","11,36","1,58","2,830","4,42%","0,826","2,28","29,16","-22,70","21,88","19,58","9,71%","24,90%","5,73","3,59%","13,87%","233.237,00","1.110.980.000,00","0,00","8,83%"
DMFN3,"12,50","11,39","0,80","0,000","2,76%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,99%","0,00","14.359.000,00","0,00","34,42%"
EBCO4,"1,00","11,46","0,80","0,330","0,00%","0,351","50,21","8,51","-14,31","8,26","8,26","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
UGPA4,"27,10","11,58","2,19","0,240","0,00%","0,826","4,52","5,65","-5,34","7,59","6,24","4,25%","2,14%","1,68","18,99%","18,87%","0,00","13.828.200.000,00","1,04","12,80%"
TEMP3,"4,15","11,64","4,92","0,980","0,00%","2,014","9,98","10,60","19,39","9,55","7,74","9,25%","8,42%","1,41","34,49%","42,27%","0,00","135.736.000,00","0,23","-13,11%"
BRIT3,"4,13","11,70","1,22","1,460","2,11%","0,569","10,38","7,45","-1,74","10,79","4,52","19,60%","12,46%","1,36","9,16%","10,40%","3.110.460,00","1.524.660.000,00","0,83","27,48%"
WEGE4,"16,10","11,75","3,88","2,058","0,00%","2,113","6,90","9,14","9,05","8,62","7,93","22,52%","18,03%","1,84","31,99%","33,05%","0,00","17.407.300.000,00","0,15","24,33%"
CXSE3,"14,20","11,76","3,17","0,000","7,51%","2,866","41,67","-355,46","41,83","-344,91","-344,94","0,00%","0,00%","1,71","-0,88%","26,98%","53.863.400,00","13.429.400.000,00","0,00","0,00%"
BPAC11,"32,48","11,79","2,40","0,000","2,40%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","20,33%","321.310.000,00","51.962.100.000,00","0,00","51,65%"
NAFG3,"64,37","11,80","2,76","1,102","0,00%","1,153","3,20","7,35","60,48","8,64","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
NAFG4,"64,42","11,81","2,76","1,103","0,00%","1,154","3,20","7,36","60,52","8,65","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
FIBR3,"66,30","12,03","2,59","2,010","7,59%","0,899","9,59","5,13","-2,54","7,17","5,29","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
EBCO3,"1,05","12,03","0,84","0,346","0,00%","0,368","52,72","8,94","-15,02","8,68","8,68","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
FRAS3,"17,70","12,08","2,43","1,409","3,42%","1,148","3,15","8,64","12,96","8,38","6,77","16,31%","12,01%","2,48","21,60%","20,10%","4.323.260,00","1.968.450.000,00","0,56","25,54%"
ENMT3,"84,38","12,09","4,85","2,347","3,93%","1,379","30,82","7,68","-3,09","9,48","8,47","30,58%","19,41%","1,20","20,48%","40,09%","2.448,56","3.811.240.000,00","1,42","12,66%"
MPLU3,"26,80","12,20","17,37","6,877","0,00%","2,676","50,65","10,34","66,01","7,71","7,28","66,52%","56,37%","1,06","129,57%","142,40%","0,00","250.279.000,00","0,00","-18,88%"
BMIN3,"20,01","12,25","0,71","0,000","6,36%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,77%","0,00","136.460.000,00","0,00","26,60%"
ABEV3,"11,28","12,26","2,05","2,236","6,47%","1,328","-750,57","10,53","-15,11","9,93","7,29","21,24%","18,80%","0,99","16,90%","16,75%","364.098.000,00","86.594.300.000,00","0,04","11,60%"
SMFT3,"21,90","12,26","2,44","2,839","2,07%","0,871","12,69","13,31","-2,07","15,11","6,69","21,33%","23,32%","1,45","7,99%","19,87%","50.019.400,00","5.269.760.000,00","0,77","20,13%"
ODPV3,"11,54","12,30","4,29","2,963","9,22%","2,737","-110,11","10,84","-33,06","9,93","9,13","27,33%","24,10%","0,92","33,34%","34,92%","16.459.500,00","1.484.650.000,00","0,00","4,69%"
LPSB3,"1,79","12,31","1,23","1,486","2,27%","0,657","6,72","6,81","-3,40","5,00","3,43","21,81%","19,59%","1,53","11,97%","10,02%","235.936,00","214.201.000,00","0,00","3,61%"
MULT3,"22,20","12,35","1,88","6,386","4,61%","1,153","21,68","8,98","-5,19","10,32","9,45","71,12%","51,73%","1,48","14,48%","15,24%","139.640.000,00","7.087.620.000,00","0,44","16,23%"
BMOB3,"13,01","12,35","1,02","0,842","4,01%","0,781","1,74","11,69","1,88","6,09","3,77","7,20%","6,82%","3,22","12,27%","8,29%","4.986.990,00","1.105.870.000,00","0,00","88,41%"
ODER4,"100,00","12,40","2,22","1,451","2,34%","1,234","2,26","9,72","4,55","11,25","10,02","14,93%","11,70%","4,22","14,58%","17,92%","0,00","507.709.000,00","0,50","16,81%"
